ProductTitle,MerchantID,ClusterID,ClusterLabel,CategoryID,CategoryLabel,brand
Apple iPhone 8 Plus 64GB,0,1,Apple iPhone 8 Plus 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 64GB,0,1,Apple iPhone 8 Plus 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 64GB,0,1,Apple iPhone 8 Plus 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 64GB,22,1,Apple iPhone 8 Plus 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 64GB,0,1,Apple iPhone 8 Plus 64GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,3,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,2,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,4,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,1,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,5,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,6,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,7,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,14,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,15,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,22,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,18,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 32GB,0,2,Apple iPhone 7 Plus 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,5,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,6,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,3,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,2,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,4,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,7,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,1,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,15,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,14,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,22,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,18,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,17,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 7 32GB,0,3,Apple iPhone 7 32GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,17,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,3,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,5,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,6,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,1,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,2,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,15,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,7,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,4,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,14,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,18,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,22,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone 8 64GB,0,4,Apple iPhone 8 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,1,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,3,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,2,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,14,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,5,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,6,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,4,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,7,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,15,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,18,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,17,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,22,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Apple iPhone X 64GB,0,5,Apple iPhone X 64GB,2612,Mobile Phones,Apple
Samsung Galaxy S8 64GB,5,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,3,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,2,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,0,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,0,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,6,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,15,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,0,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,30,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,17,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,0,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,4,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,7,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,31,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,14,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,32,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,0,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,0,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,18,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,0,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8 64GB,22,6,Samsung Galaxy S8 64GB,2612,Mobile Phones,Samsung
Apple iPhone X 256GB,3,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,2,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,1,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,4,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,5,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,6,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,7,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,17,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,15,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,14,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,18,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,22,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone X 256GB,0,7,Apple iPhone X 256GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,3,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,1,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,5,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,4,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,6,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,15,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,14,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,2,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,17,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,18,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,22,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 128GB,0,8,Apple iPhone 7 128GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,1,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,2,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,4,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,5,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,6,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,7,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,0,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,0,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,0,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,0,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,3,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,14,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,0,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,18,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,0,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,22,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,0,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 Plus 256GB,0,9,Apple iPhone 8 Plus 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,1,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,3,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,2,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,4,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,5,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,6,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,7,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,14,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,18,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,22,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Apple iPhone 8 256GB,0,10,Apple iPhone 8 256GB,2612,Mobile Phones,Apple
Samsung Galaxy S7 32GB,3,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,2,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,4,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,0,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,5,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,6,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,15,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,17,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,0,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,14,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,32,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,0,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,0,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,22,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Samsung Galaxy S7 32GB,0,11,Samsung Galaxy S7 32GB,2612,Mobile Phones,Samsung
Apple iPhone 7 Plus 128GB,2,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,1,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,4,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,5,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,6,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,15,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,0,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,0,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,0,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,0,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,0,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,14,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,3,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,17,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,0,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,22,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,18,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,0,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Apple iPhone 7 Plus 128GB,0,12,Apple iPhone 7 Plus 128GB,2612,Mobile Phones,Apple
Samsung Galaxy S8+ 64GB,5,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,6,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,3,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,2,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,0,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,30,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,15,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,1,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,4,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,0,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,14,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,31,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,32,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,0,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,0,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,18,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,0,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,0,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Samsung Galaxy S8+ 64GB,22,13,Samsung Galaxy S8+ 64GB,2612,Mobile Phones,Samsung
Apple iPhone 6S 128GB,5,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,4,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,6,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,0,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,22,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,0,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,3,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,14,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,2,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,0,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,0,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
Apple iPhone 6S 128GB,18,14,Apple iPhone 6S 128GB,2612,Mobile Phones,Apple
